RIS_name,mouse_symbol,Product,MGI,mouse_chr,retrovirus,transposon
ND,AB124611,cDNA sequence AB124611,MGI:3043001,chr9,2,0
ND,Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1",MGI:99607,chr4,2,0
ND,Abca4,"ATP-binding cassette, sub-family A (ABC1), member 4",MGI:109424,chr3,1,0
ND,Abca5,"ATP-binding cassette, sub-family A (ABC1), member 5",MGI:2386607,chr11,1,0
ND,Abca7,"ATP-binding cassette, sub-family A (ABC1), member 7",MGI:1351646,chr10,1,0
ND,Abca8a,"ATP-binding cassette, sub-family A (ABC1), member 8a",MGI:2386846,chr11,1,0
ND,Abcb9,"ATP-binding cassette, sub-family B (MDR/TAP), member 9",MGI:1861729,chr5,2,0
ND,Abcc12,"ATP-binding cassette, sub-family C (CFTR/MRP), member 12",MGI:2441679,chr8,1,0
ND,Abcc4,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4",MGI:2443111,chr14,2,0
ND,Abcc9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9",MGI:1352630,chr6,0,2
ND,Abcg1,"ATP-binding cassette, sub-family G (WHITE), member 1",MGI:107704,chr17,1,0
ND,Abhd14b,abhydrolase domain containing 14b,MGI:1923741,chr9,1,0
Btl9,Abhd2,abhydrolase domain containing 2,MGI:1914344,chr7,3,0
ND,Abhd4,abhydrolase domain containing 4,MGI:1915938,chr14,1,0
ND,Abhd6,abhydrolase domain containing 6,MGI:1913332,chr14,1,0
ND,Abi3,"ABI gene family, member 3",MGI:1913860,chr11,1,0
ND,Abi3bp,"ABI gene family, member 3 (NESH) binding protein",MGI:2444583,chr16,1,1
ND,Abl1,v-abl Abelson murine leukemia oncogene 1,MGI:87859,chr2,1,0
ND,Abl2,"v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)",MGI:87860,chr1,0,1
ND,Ablim1,actin-binding LIM protein 1,MGI:1194500,chr19,2,1
ND,Abr,active BCR-related gene,MGI:107771,chr11,1,0
Abtb2,Abtb2,ankyrin repeat and BTB (POZ) domain containing 2,MGI:2139365,chr2,4,0
ND,Acacb,acetyl-Coenzyme A carboxylase beta,MGI:2140940,chr5,1,0
ND,Acad11,"acyl-Coenzyme A dehydrogenase family, member 11",MGI:2143169,chr9,0,1
ND,Acbd3,acyl-Coenzyme A binding domain containing 3,MGI:2181074,chr1,2,0
ND,Acbd5,acyl-Coenzyme A binding domain containing 5,MGI:1921409,chr2,1,0
ND,Acbd6,acyl-Coenzyme A binding domain containing 6,MGI:1919732,chr1,0,1
ND,Accn4,"amiloride-sensitive cation channel 4, pituitary",MGI:2652846,chr1,1,0
ND,Acn9,ACN9 homolog (S. cerevisiae),MGI:1913288,chr6,0,1
Cri42,Aco2,"aconitase 2, mitochondrial",MGI:87880,chr15,1,0
NKI-10,Acot11,acyl-CoA thioesterase 11,MGI:1913736,chr4,3,0
ND,Acot7,acyl-CoA thioesterase 7,MGI:1917275,chr4,2,0
ND,Acot8,acyl-CoA thioesterase 8,MGI:2158201,chr2,1,1
ND,Acox2,"acyl-Coenzyme A oxidase 2, branched chain",MGI:1934852,chr14,0,1
ND,Acox3,"acyl-Coenzyme A oxidase 3, pristanoyl",MGI:1933156,chr5,1,0
ND,Acpl2,acid phosphatase-like 2,MGI:2442444,chr9,2,0
ND,Acsbg1,acyl-CoA synthetase bubblegum family member 1,MGI:2385656,chr9,1,0
ND,Acsl4,acyl-CoA synthetase long-chain family member 4,MGI:1354713,chrX,1,0
ND,Acsl5,acyl-CoA synthetase long-chain family member 5,MGI:1919129,chr19,1,0
ND,Acsl6,acyl-CoA synthetase long-chain family member 6,MGI:894291,chr11,0,1
ND,Acsm3,acyl-CoA synthetase medium-chain family member 3,MGI:99538,chr7,1,0
ND,Acss1,acyl-CoA synthetase short-chain family member 1,MGI:1915988,chr2,3,0
ND,Acss2,acyl-CoA synthetase short-chain family member 2,MGI:1890410,chr2,1,0
Evi74,Actb,"actin, beta, cytoplasmic",MGI:87904,chr5,10,0
ND,Actn1,"actinin, alpha 1",MGI:2137706,chr12,1,0
ND,Actn4,actinin alpha 4,MGI:1890773,chr7,0,1
ND,Actr3,ARP3 actin-related protein 3 homolog (yeast),MGI:1921367,chr1,2,1
ND,Actrt1,actin-related protein T1,MGI:1920610,chrX,0,1
ND,Acvr1b,"activin A receptor, type 1B",MGI:1338944,chr15,1,1
Cri44,Acvrl1,"activin A receptor, type II-like 1",MGI:1338946,chr15,1,0
ND,Adam17,a disintegrin and metallopeptidase domain 17,MGI:1096335,chr12,1,0
ND,Adam19,a disintegrin and metallopeptidase domain 19 (meltrin beta),MGI:105377,chr11,1,0
ND,Adamts10,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10",MGI:2449112,ND,1,0
ND,Adamts18,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18",MGI:2442600,chr8,2,0
ND,Adamts20,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20",MGI:2660628,chr15,1,0
ND,Adamts3,"ADAM metallopeptidase with thrombospondin type 1 motif, 3",MGI:3045353,chr5,0,1
ND,Adamts6,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6",MGI:1347348,chr13,1,1
ND,Adarb1,"adenosine deaminase, RNA-specific, B1",MGI:891999,chr10,1,0
ND,Adarb2,"adenosine deaminase, RNA-specific, B2",MGI:2151118,chr13,0,1
ND,Adck1,aarF domain containing kinase 1,MGI:1919363,chr12,0,1
ND,Adcy2,adenylate cyclase 2,MGI:99676,chr13,1,0
ND,Adcy7,adenylate cyclase 7,MGI:102891,chr8,1,0
ND,Adcy8,adenylate cyclase 8,MGI:1341110,chr15,1,2
ND,Add1,adducin 1 (alpha),MGI:87918,chr5,1,0
ND,Add2,adducin 2 (beta),MGI:87919,chr6,0,2
ND,Adhfe1,"alcohol dehydrogenase, iron containing, 1",MGI:1923437,chr1,0,1
ND,Adipor2,adiponectin receptor 2,MGI:93830,chr6,1,0
ND,Adk,adenosine kinase,MGI:87930,chr14,0,2
ND,Adora1,adenosine A1 receptor,MGI:99401,chr1,1,0
ND,Adora2b,adenosine A2b receptor,MGI:99403,chr11,1,0
ND,Adora3,adenosine A3 receptor,MGI:104847,chr3,1,1
ND,Adrb2,"adrenergic receptor, beta 2",MGI:87938,chr18,2,0
ND,Adrbk1,"adrenergic receptor kinase, beta 1",MGI:87940,chr19,2,0
ND,Adrbk2,"adrenergic receptor kinase, beta 2",MGI:87941,chr5,1,1
ND,Adssl1,adenylosuccinate synthetase like 1,MGI:87947,chr12,1,0
ND,Aebp2,AE binding protein 2,MGI:1338038,chr6,2,1
ND,Afap1,actin filament associated protein 1,MGI:1917542,chr5,1,0
ND,Aff1,"AF4/FMR2 family, member 1",MGI:1100819,chr5,0,1
ND,Aff2,"AF4/FMR2 family, member 2",MGI:1202294,chrX,0,1
ND,Aff4,"AF4/FMR2 family, member 4",MGI:2136171,chr11,1,0
ND,Agbl3,ATP/GTP binding protein-like 3,MGI:1923473,chr6,1,0
ND,Aggf1,angiogenic factor with G patch and FHA domains 1,MGI:1913799,chr13,1,0
ND,Agk,acylglycerol kinase,MGI:1917173,chr6,0,1
ND,Agl,"amylo-1,6-glucosidase, 4-alpha-glucanotransferase",MGI:1924809,chr3,1,0
ND,Agmat,agmatine ureohydrolase (agmatinase),MGI:1923236,chr4,1,0
ND,Agpat3,1-acylglycerol-3-phosphate O-acyltransferase 3,MGI:1336186,chr10,1,0
ND,Agpat5,"1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)",MGI:1196345,chr8,1,0
ND,Agps,alkylglycerone phosphate synthase,MGI:2443065,chr2,1,0
ND,Agr3,anterior gradient homolog 3 (Xenopus laevis),MGI:2685734,chr12,1,0
ND,Agrp,agouti related protein,MGI:892013,chr8,1,0
ND,Agtrap,"angiotensin II, type I receptor-associated protein",MGI:1339977,chr4,1,1
ND,Agxt,alanine-glyoxylate aminotransferase,MGI:1329033,chr1,0,1
ND,Ahctf1,AT hook containing transcription factor 1,MGI:1915033,chr1,1,0
ND,Ahdc1,"AT hook, DNA binding motif, containing 1",MGI:2444218,chr4,1,0
ND,Ahi1,Abelson helper integration site,MGI:87971,chr10,2,0
Myb,Ahi1 ,MGI:87971 ,chr10,61,0
Myb,Ahi1 ,MGI:97249,chr10,61,0
ND,Ahnak,AHNAK nucleoprotein (desmoyokin),MGI:1316648,chr19,2,1
ND,Ahsa2,"AHA1, activator of heat shock protein ATPase homolog 2 (yeast)",MGI:1916133,chr11,1,0
ND,AI314180,expressed sequence AI314180,MGI:2140220,chr4,1,1
ND,AI317395,expressed sequence AI317395,MGI:2143575,chr10,1,0
ND,AI427809,expressed sequence AI427809,MGI:2140270,chr4,0,1
ND,AI593442,expressed sequence AI593442,MGI:2143099,chr9,0,1
ND,AI851790,expressed sequence AI851790,MGI:2143691,chr10,1,0
ND,Aim2,absent in melanoma 2,MGI:2686159,chr1,1,0
NKI-35,Aip,aryl-hydrocarbon receptor-interacting protein,MGI:109622,chr19,2,0
ND,Ak1,adenylate kinase 1,MGI:87977,chr2,1,0
ND,AK122525,cDNA sequence AK122525,MGI:2677212,chr10,1,0
ND,Ak2,adenylate kinase 2,MGI:87978,chr4,2,0
ND,AK220484,cDNA sequence AK220484,MGI:3576497,chr18,1,0
ND,Ak3l1,adenylate kinase 3 alpha-like 1,MGI:87979,chr4,3,0
ND,Akap1,A kinase (PRKA) anchor protein 1,MGI:104729,chr11,0,1
Cri19,Akap13,A kinase (PRKA) anchor protein 13,MGI:2676556,chr7,4,0
ND,Akap6,A kinase (PRKA) anchor protein 6,MGI:3050566,chr12,1,2
ND,Akap7,A kinase (PRKA) anchor protein 7,MGI:1859150,chr10,2,0
ND,Akna,AT-hook transcription factor,MGI:2140340,chr4,1,0
ND,Akr1b3,"aldo-keto reductase family 1, member B3 (aldose reductase)",MGI:1353494,chr6,1,0
ND,Akr1e1,"aldo-keto reductase family 1, member E1",MGI:1914758,chr13,1,0
Akt1,Akt1,thymoma viral proto-oncogene 1,MGI:87986,chr12,6,0
ND,Akt3,thymoma viral proto-oncogene 3,MGI:1345147,chr1,1,0
ND,Alas2,"aminolevulinic acid synthase 2, erythroid",MGI:87990,chrX,1,0
ND,Alcam,activated leukocyte cell adhesion molecule,MGI:1313266,chr16,1,0
ND,Aldh1b1,"aldehyde dehydrogenase 1 family, member B1",MGI:1919785,chr4,1,0
ND,Aldh8a1,"aldehyde dehydrogenase 8 family, member A1",MGI:2653900,chr10,1,0
ND,Aldoa,"aldolase 1, A isoform",MGI:87994,chr7,1,0
ND,Alg12,"asparagine-linked glycosylation 12 homolog (yeast, alpha-1,6-mannosyltransferase)",MGI:2385025,chr15,0,2
ND,Alg13,asparagine-linked glycosylation 13 homolog (S. cerevisiae),MGI:1914824,chrX,1,0
Alg14,Alg14,asparagine-linked glycosylation 14 homolog (yeast),MGI:1914039,chr3,5,0
ND,Alg5,"asparagine-linked glycosylation 5 homolog (yeast, dolichyl-phosphate beta-glucosyltransferase)",MGI:1913498,chr3,1,0
ND,Alg8,"asparagine-linked glycosylation 8 homolog (yeast, alpha-1,3-glucosyltransferase)",MGI:2141959,chr7,1,0
ND,Alk,anaplastic lymphoma kinase,MGI:103305,chr17,0,2
ND,Alkbh3,"alkB, alkylation repair homolog 3 (E. coli)",MGI:1916363,chr2,4,0
ND,Alkbh8,"alkB, alkylation repair homolog 8 (E. coli)",MGI:1914917,chr9,0,1
ND,Alox5ap,arachidonate 5-lipoxygenase activating protein,MGI:107505,chr5,1,0
ND,Als2,amyotrophic lateral sclerosis 2 (juvenile) homolog (human),MGI:1921268,chr1,1,0
ND,Als2cl,ALS2 C-terminal like,MGI:2447532,chr9,1,0
ND,Alx4,aristaless 4,MGI:108359,chr2,1,1
ND,Ambp,alpha 1 microglobulin/bikunin,MGI:88002,chr4,1,0
ND,Amigo2,adhesion molecule with Ig like domain 2,MGI:2145995,chr15,1,0
ND,Ammecr1l,AMME chromosomal region gene 1-like,MGI:2442711,chr18,1,0
ND,Amn,amnionless,MGI:1934943,chr12,0,1
Casvis40,Amph,amphiphysin,MGI:103574,chr13,1,0
ND,Anapc11,anaphase promoting complex subunit 11 homolog (yeast),MGI:1913406,chr11,1,0
ND,Angpt1,angiopoietin 1,MGI:108448,chr15,1,1
ND,Ank,progressive ankylosis,MGI:3045421,chr15,2,0
ND,Ank3,"ankyrin 3, epithelial",MGI:88026,chr10,1,1
ND,Ankfy1,ankyrin repeat and FYVE domain containing 1,MGI:1337008,chr11,0,1
ND,Ankrd11,ankyrin repeat domain 11,MGI:1924337,chr8,1,0
ND,Ankrd22,ankyrin repeat domain 22,MGI:1277101,chr19,1,0
ND,Ankrd24,ankyrin repeat domain 24,MGI:1890394,chr10,1,0
E130014H08Rik,Ankrd44,ankyrin repeat domain 44,MGI:3045243,chr1,1,3
ND,Ankrd46,ankyrin repeat domain 46,MGI:1916089,chr15,1,0
NKI-33,Ankrd55,ankyrin repeat domain 55,MGI:1924568,chr13,3,0
ND,Anks3,ankyrin repeat and sterile alpha motif domain containing 3,MGI:1919865,chr16,0,1
Casvis22,Anks6,ankyrin repeat and sterile alpha motif domain containing 6,MGI:1922941,chr4,2,0
ND,Anp32a,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A",MGI:108447,chr9,2,0
KNC_002,Anp32b,"acidic nuclear phosphoprotein 32 family, member B",MGI:1914878,chr4,4,0
ND,Anubl1,"AN1, ubiquitin-like, homolog (Xenopus laevis)",MGI:1914742,chr6,1,0
ND,Anxa1,annexin A1,MGI:96819,chr19,0,1
Anxa1,Anxa1 ,annexin A1,MGI:96819 ,chr19,1,0
ND,Anxa5,annexin A5,MGI:106008,chr3,0,1
ND,Aoah,acyloxyacyl hydrolase,MGI:1350928,chr13,0,1
ND,Aox3l1,aldehyde oxidase 3-like 1,MGI:3529596,chr1,1,0
ND,Ap1m1,"adaptor-related protein complex AP-1, mu subunit 1",MGI:102776,chr8,1,0
ND,Ap1s3,"adaptor-related protein complex AP-1, sigma 3",MGI:1891304,chr1,1,0
ND,Ap2a1,"adaptor protein complex AP-2, alpha 1 subunit",MGI:101921,chr7,0,1
NKI-24,Ap3m2,"adaptor-related protein complex 3, mu 2 subunit",MGI:1929214,chr8,2,0
ND,Ap3s1,"adaptor-related protein complex 3, sigma 1 subunit",MGI:1337062,chr18,1,0
ND,Ap4m1,"adaptor-related protein complex AP-4, mu 1",MGI:1337063,chr5,2,0
ND,Apbb1ip,"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein",MGI:1861354,chr2,1,0
ND,Apbb3,"amyloid beta (A4) precursor protein-binding, family B, member 3",MGI:108404,chr18,1,0
ND,Apcs,serum amyloid P-component,MGI:98229,chr1,0,1
Aph1a,Aph1a,anterior pharynx defective 1a homolog (C. elegans),MGI:2385110,chr1,0,2
ND,Apln,apelin,MGI:1353624,chrX,0,1
ND,Aplp2,amyloid beta (A4) precursor-like protein 2,MGI:88047,chr9,1,0
ND,Apobec1,apolipoprotein B editing complex 1,MGI:103298,chr6,0,1
ND,Apobec2,apolipoprotein B editing complex 2,MGI:1343178,chr17,3,0
ND,Apol7a,apolipoprotein L 7a,MGI:1923011,chr15,1,0
ND,Apool,apolipoprotein O-like,MGI:1915367,chrX,1,1
ND,App,amyloid beta (A4) precursor protein,MGI:88059,chr16,2,0
ND,Appl2,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2",MGI:2384914,chr10,2,0
ND,Aqp4,aquaporin 4,MGI:107387,chr18,0,1
ND,Araf,v-raf murine sarcoma 3611 viral oncogene homolog,MGI:88065,chrX,1,0
ND,Arf2,ADP-ribosylation factor 2,MGI:99595,chr11,1,0
ND,Arf3,ADP-ribosylation factor 3,MGI:99432,chr15,1,0
NC_009,Arf6,ADP-ribosylation factor 6,MGI:99435,chr12,5,0
ND,Arfgap1,ADP-ribosylation factor GTPase activating protein 1,MGI:2183559,chr2,1,0
ND,Arfgef1,ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited),MGI:2442988,chr1,0,1
ND,Arfgef2,ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited),MGI:2139354,chr2,1,0
ND,Arhgap10,Rho GTPase activating protein 10,MGI:1925764,chr8,1,0
ND,Arhgap12,Rho GTPase activating protein 12,MGI:1922665,chr18,1,0
ND,Arhgap15,Rho GTPase activating protein 15,MGI:1923367,chr2,0,1
ND,Arhgap17,Rho GTPase activating protein 17,MGI:1917747,chr7,1,1
ND,Arhgap18,Rho GTPase activating protein 18,MGI:1921160,chr10,1,0
ND,Arhgap20,Rho GTPase activating protein 20,MGI:2445175,chr9,1,1
ND,Arhgap21,Rho GTPase activating protein 21,MGI:1918685,chr2,1,0
ND,Arhgap22,Rho GTPase activating protein 22,MGI:2443418,chr14,1,0
ND,Arhgap24,Rho GTPase activating protein 24,MGI:1922647,chr5,1,0
ND,Arhgap25,Rho GTPase activating protein 25,MGI:2443687,chr6,3,0
ND,Arhgap26,Rho GTPase activating protein 26,MGI:1918552,chr18,1,1
ND,Arhgap27,Rho GTPase activating protein 27,MGI:1916903,chr11,2,0
Arhgap4,Arhgap4 ,Rho GTPase activating protein 4,MGI:2159577 ,chrX,2,0
Arhgap4, Ard1,N-acetyltransferase ARD1 homolog (S. cerevisiae),MGI:1915255,chrX,2,0
ND,Arhgap6,Rho GTPase activating protein 6,MGI:1196332,chrX,2,0
ND,Arhgap8,Rho GTPase activating protein 8,MGI:1924714,chr15,0,2
ND,Arhgef1,Rho guanine nucleotide exchange factor (GEF) 1,MGI:1353510,chr7,2,0
Btl38,Arhgef10l,Rho guanine nucleotide exchange factor (GEF) 10-like,MGI:1920004,chr4,2,0
ND,Arhgef17,Rho guanine nucleotide exchange factor (GEF) 17,MGI:2673002,chr7,1,0
ND,Arhgef2,rho/rac guanine nucleotide exchange factor (GEF) 2,MGI:103264,chr3,2,0
ND,Arhgef3,Rho guanine nucleotide exchange factor (GEF) 3,MGI:1918954,chr14,4,0
ND,Arid1a,AT rich interactive domain 1A (Swi1 like),MGI:1935147,chr4,5,1
ND,Arid1b,AT rich interactive domain 1B (Swi1 like),MGI:1926129,chr17,2,2
ND,Arid2,AT rich interactive domain 2 (Arid-rfx like),MGI:1924294,chr15,0,1
ND,Arid3b,AT rich interactive domain 3B (Bright like),MGI:1930768,chr9,2,0
ND,Arid5b,AT rich interactive domain 5B (Mrf1 like),MGI:2175912,chr10,2,0
ND,Arih2,ariadne homolog 2 (Drosophila),MGI:1344361,chr9,0,1
ND,Arl15,ADP-ribosylation factor-like 15,MGI:2442308,chr13,0,1
ND,Arl2bp,ADP-ribosylation factor-like 2 binding protein,MGI:1349429,chr8,1,0
ND,Arl3,ADP-ribosylation factor-like 3,MGI:1929699,chr19,1,0
ND,Arl4c,ADP-ribosylation factor-like 4C,MGI:2445172,chr1,3,0
ND,Arl6ip1,ADP-ribosylation factor-like 6 interacting protein 1,MGI:1858943,chr7,1,0
ND,Arl6ip2,ADP-ribosylation factor-like 6 interacting protein 2,MGI:1929492,chr17,0,1
ND,Arl6ip5,ADP-ribosylation factor-like 6 interacting protein 5,MGI:1929501,chr6,1,0
ND,Arl8b,ADP-ribosylation factor-like 8B,MGI:1914416,chr6,1,0
ND,Armc1,armadillo repeat containing 1,MGI:1921502,chr3,0,1
ND,Armc2,armadillo repeat containing 2,MGI:1916449,chr10,1,0
ND,Armc3,armadillo repeat containing 3,MGI:1918132,chr2,1,0
ND,Armc6,armadillo repeat containing 6,MGI:1924063,chr8,1,0
ND,Armc7,armadillo repeat containing 7,MGI:2679719,chr11,1,0
ND,Armc9,armadillo repeat containing 9,MGI:1926045,chr1,1,0
ND,Armcx1,"armadillo repeat containing, X-linked 1",MGI:1925498,chrX,0,1
ND,Armetl1,"arginine-rich, mutated in early stage tumors-like 1",MGI:3606576,chr2,1,0
ND,Arpc1a,"actin related protein 2/3 complex, subunit 1A",MGI:1928896,chr5,1,0
ND,Arpc2,"actin related protein 2/3 complex, subunit 2",MGI:1923959,chr1,1,0
ND,Arpp21,"cyclic AMP-regulated phosphoprotein, 21",MGI:107562,chr9,1,0
ND,Arrb1,"arrestin, beta 1",MGI:99473,chr7,1,0
ND,Arrb2,"arrestin, beta 2",MGI:99474,chr11,1,0
ND,Arrdc1,arrestin domain containing 1,MGI:2446136,chr2,1,0
ND,Arrdc3,arrestin domain containing 3,MGI:2145242,chr13,1,0
ND,Arrdc5,arrestin domain containing 5,MGI:1924170,chr17,1,0
ND,Art3,ADP-ribosyltransferase 3,MGI:1202729,chr5,1,0
ND,Arx,aristaless related homeobox gene (Drosophila),MGI:1097716,chrX,1,0
ND,Asb14,ankyrin repeat and SOCS box-containing protein 14,MGI:2655107,chr14,1,0
ND,Asb17,ankyrin repeat and SOCS box-containing protein 17,MGI:1914022,chr3,1,0
ND,Asb2,ankyrin repeat and SOCS box-containing protein 2,MGI:1929743,chr12,2,0
ND,Ascl1,achaete-scute complex homolog-like 1 (Drosophila),MGI:96919,chr10,0,1
ND,Asph,aspartate-beta-hydroxylase,MGI:1914186,chr4,1,1
ND,Asrgl1,asparaginase like 1,MGI:1913764,chr19,1,0
ND,Astn1,astrotactin 1,MGI:1098567,chr1,0,2
Astn2,Astn2,astrotactin 2,MGI:1889277,chr4,2,0
ND,Asxl1,additional sex combs like 1 (Drosophila),MGI:2684063,chr2,2,0
ND,Asxl2,additional sex combs like 2 (Drosophila),MGI:1922552,chr12,1,0
ND,Atad1,"ATPase family, AAA domain containing 1",MGI:1915229,chr19,1,0
ND,Atad2b,"ATPase family, AAA domain containing 2B",MGI:2444798,chr12,2,0
ND,Atcay,"ataxia, cerebellar, Cayman type homolog (human)",MGI:2448730,chr10,1,0
ND,Atf2,activating transcription factor 2,MGI:109349,chr2,1,0
ND,Atf3,activating transcription factor 3,MGI:109384,chr1,1,0
ND,Atf4,activating transcription factor 4,MGI:88096,chr15,1,0
ND,Atf7,activating transcription factor 7,MGI:2443472,chr15,1,0
Atf7ip,Atf7ip,activating transcription factor 7 interacting protein,MGI:1858965,chr6,4,0
ND,Atg2b,ATG2 autophagy related 2 homolog B (S. cerevisiae),MGI:1923809,chr12,1,0
ND,Atg5,autophagy-related 5 (yeast),MGI:1277186,chr10,1,0
Athl1,Athl1,"ATH1, acid trehalase-like 1 (yeast)",MGI:2444047,chr7,2,0
ND,Atoh8,atonal homolog 8 (Drosophila),MGI:1918343,ND,1,0
ND,Atp11b,"ATPase, class VI, type 11B",MGI:1923545,chr3,1,1
ND,Atp1b3,"ATPase, Na+/K+ transporting, beta 3 polypeptide",MGI:107788,chr9,1,0
ND,Atp1b4,"ATPase, (Na+)/K+ transporting, beta 4 polypeptide",MGI:1915071,chrX,0,1
ND,Atp2a3,"ATPase, Ca++ transporting, ubiquitous",MGI:1194503,chr11,1,0
ND,Atp2b1,"ATPase, Ca++ transporting, plasma membrane 1",MGI:104653,chr10,2,0
ND,Atp2b2,"ATPase, Ca++ transporting, plasma membrane 2",MGI:105368,chr6,1,0
ND,Atp2b4,"ATPase, Ca++ transporting, plasma membrane 4",MGI:88111,chr1,0,1
ND,Atp2c1,"ATPase, Ca++-sequestering",MGI:1889008,chr9,1,0
ND,Atp5a1,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit, isoform 1",MGI:88115,chr18,1,0
ND,Atp5g1,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 1",MGI:107653,chr11,1,0
ND,Atp6ap2,"ATPase, H+ transporting, lysosomal accessory protein 2",MGI:1917745,chrX,0,1
ND,Atp6v1c1,"ATPase, H+ transporting, lysosomal V1 subunit C1",MGI:1913585,chr15,1,0
ND,Atp8a2,"ATPase, aminophospholipid transporter-like, class I, type 8A, member 2",MGI:1354710,chr14,1,0
ND,Atp8b4,"ATPase, class I, type 8B, member 4",MGI:1859664,chr2,2,0
ND,Atp9a,"ATPase, class II, type 9A",MGI:1330826,chr2,2,1
ND,Atp9b,"ATPase, class II, type 9B",MGI:1354757,chr18,3,0
ND,Atpbd1c,"ATP binding domain 1 family, member C",MGI:1289326,chr5,1,0
ND,Atpbd3,ATP binding domain 3,MGI:2385277,chr7,1,0
ND,Atrnl1,attractin like 1,MGI:2147749,chr19,0,1
ND,Atrx,alpha thalassemia/mental retardation syndrome X-linked homolog (human),MGI:103067,chrX,1,0
Cri38,Atxn1,ataxin 1,MGI:104783,chr13,1,0
ND,Atxn10,ataxin 10,MGI:1859293,chr15,1,2
ND,AU017455,expressed sequence AU017455,MGI:2145729,chr14,1,0
ND,AU018091,expressed sequence AU018091,MGI:2142124,chr7,1,0
ND,AU021838,expressed sequence AU021838,MGI:2144955,chr12,1,0
Auh,Auh,AU RNA binding protein/enoyl-coenzyme A hydratase,MGI:1338011,chr13,4,0
ND,Aurkaip1,aurora kinase A interacting protein 1,MGI:1913327,chr4,1,0
ND,Auts2,autism susceptibility candidate 2,MGI:1919847,chr5,1,0
Avpi1,Avpi1,arginine vasopressin-induced 1,MGI:1916784,chr19,3,0
ND,AW146020,expressed sequence AW146020,MGI:2141656,chr6,0,1
ND,AW146299,expressed sequence AW146299,MGI:2141165,chr5,3,0
ND,AW544981,expressed sequence AW544981,MGI:2146227,chr15,2,0
ND,Axud1,AXIN1 up-regulated 1,MGI:2387989,chr9,2,0
ND,Aytl1b,acyltransferase like 1B,MGI:1918152,chr5,0,1
ND,Azin1,antizyme inhibitor 1,MGI:1859169,chr15,1,1
ND,B230120H23Rik,RIKEN cDNA B230120H23 gene,MGI:2443258,chr2,1,0
ND,B3galt5,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5",MGI:2136878,chr16,1,0
ND,B3gat2,"beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)",MGI:2389490,chr1,0,1
ND,B3gnt2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",MGI:1889505,chr11,2,0
ND,B3gnt5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",MGI:2137302,chr16,2,0
ND,B3gnt7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",MGI:2384394,chr1,0,1
Dkmi24,B430306N03Rik,RIKEN cDNA B430306N03 gene,MGI:2443478,chr17,3,0
NKI-4,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",MGI:1927169,chr2,3,0
ND,B4galt7,"xylosylprotein beta1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)",MGI:2384987,chr13,0,1
ND,B830045N13Rik,RIKEN cDNA B830045N13 gene,MGI:2443035,chr1,0,4
ND,B930007M17Rik,RIKEN cDNA B930007M17 gene,MGI:2685863,chr3,1,0
ND,B930037P14Rik,RIKEN cDNA B930037P14 gene,MGI:2444704,chr19,1,0
ND,Baat,bile acid-Coenzyme A: amino acid N-acyltransferase,MGI:106642,chr4,0,1
ND,Bace2,beta-site APP-cleaving enzyme 2,MGI:1860440,chr16,0,1
ND,Bach1,BTB and CNC homology 1,MGI:894680,chr16,2,0
ND,Bach2,BTB and CNC homology 2,MGI:894679,chr4,14,5
ND,Bad,Bcl-associated death promoter,MGI:1096330,chr19,1,0
ND,Bag1,Bcl2-associated athanogene 1,MGI:108047,chr4,1,0
cm12-96pending,Bag5,BCL2-associated athanogene 5,MGI:1917619,chr12,1,0
ND,Bahcc1,BAH domain and coiled-coil containing 1,MGI:2679272,chr11,3,0
ND,Bahd1,bromo adjacent homology domain containing 1,MGI:2139371,chr2,1,0
